ID (int),Titre (str),Auteur (str),Date (int),Format (str),Genre (List(str)),Lectorat (str),Tags (List(str)),Synopsis (str)
42,"La communauté du sud, tome 01 : Quand le danger rôde",Charlaine Harris,2005, Roman,[' Fantasy'], Adulte,"[' Adapté en série télévisée', ' Bit-lit']","Les vampires vivent désormais parmi les humains grâce à un substitut leur permettant de se nourrir sans tuer. Mais la méfiance règne toujours à Bon Temps, petite ville de l'Amérique profonde. L'arrivée de Bill, ténébreux vampire du me siècle va bouleverser la vie de la jeune serveuse télépathe, Sookie, d'autant qu'une vague de crimes s'abat sur la ville.Titre original : Dead Until Dark (2001)"
43,"Journal d'un vampire, tome 01 : Le Réveil",L. J. Smith,2009, Roman,[' Fantasy'], Young Adult,[' Bit-lit'],"Dès l'arrivée de Stefan Salvatore à Fell's Church, Elena, la reine du lycée, se jure de le séduire. D'abord distant, le garçon aux allures d'ange rebelle finit par céder à sa passion dévorante et lui révéler son terrible secret. Quelques siècles plus tôt, la femme qu'il aimait l'a transformé en vampire, avant de le trahir avec son frère ennemi, Damon. Des événements tragiques se succèdent bientôt dans la région. Tout accuse Stefan mais Elena est convaincue de son innocence. Et si Damon, vampire cruel et assoiffé de sang, était derrière tout cela ? L'histoire est-elle amenée à se répéter ? Le récit captivant de deux frères vampires déchirés par l'amour d'une même femme. Un triangle amoureux d'une dangereuse sensualité.Titre original : The Vampire Diaries, omnibus, book 01: The awakening & The struggle (2007)"
44,"La communauté du sud, tome 02 : Disparition à Dallas",Charlaine Harris,2005, Roman,[' Fantasy'], Adulte,"[' Adapté en série télévisée', ' Bit-lit']","La petite ville de Bon Temps a retrouvé un semblant de calme. La jeune télépathe Sookie Stackhouse partage son temps entre le bar où elle travaille et son bien-aimé vampire, Bill Compton. Mais lorsqu'on s'en prend à elle, elle n'a d'autre choix que de pactiser avec la communauté vampire, et part mener l'enquête à Dallas sur la disparition d'un des leurs, au péril de sa vie !Titre original : Living Dead in Dallas (2002)"
45,"La communauté du sud, tome 03 : Mortel corps à corps",Charlaine Harris,2005, Roman,[' Fantasy'], Adulte,"[' Adapté en série télévisée', ' Bit-lit']","Revoilà Sookie Stackhouse, la jeune serveuse télépathe de Chez Merlotte, dans une aventure pour le moins singulière : lasse de supporter l'indifférence de Bill, son beau vampire parti en voyage, elle part enquêter au sein de la pègre des suceurs de sang. Aidée d'un loup-garou, qui fait naître en elle des désirs insoupçonnés, elle doit retrouver Bill, kidnappé par une ancienne amante - une vampire sexy en diable - et faire taire sa jalousie, tout en esquivant les avances d'Eric, le dangereux et séduisant Viking mort depuis plus de mille ans...Titre original : Club Dead (2003)"
46,"La communauté du sud, tome 04 : Les sorcières de Shreveport",Charlaine Harris,2006, Roman,[' Fantasy'], Adulte,"[' Adapté en série télévisée', ' Bit-lit']","Peu après sa rupture avec Bill, Sookie Stackhouse, la jeune serveuse de Chez Merlotte, trouve sur son chemin un homme nu et séduisant. Et quel homme ! Un vampire, plutôt : Eric Northman, le sheriff au charme ensorcelant qu'une sorcière dépitée a privé de sa mémoire ! Le dangereux prédateur est devenu une proie pour ceux qui veulent sa peau, mais Sookie est bien déterminée à ne pas les laisser faire...Titre original : Dead to the World (2004)"
47,"Journal d'un vampire, tome 02 : Les Ténèbres",L. J. Smith,2009, Roman,[' Fantasy'], Young Adult,[' Bit-lit'],"Elena s'est métamorphosée en une créature de la nuit sanguinaire et incontrôlable. Tiraillée entre les frères vampires, plus que jamais ennemis, elle doit aussi affronter un terrifiant adversaire, dont la menace se fait chaque jour plus vive. Tapi dans l'ombre, celui-ci n'attend qu'une chose : déchaîner contre Elena sa furie bestiale... et la vider de son sang ! Stefan et Damon n'ont pas le choix. Ils vont devoir s'allier pour empêcher que la femme qu'ils aiment leur soit de nouveau arrachée. Et il va falloir agir vite ! Car la force maléfique prépare un spectacle apocalyptique où, c'est sûr. personne ne sera épargné...Titre original : The Vampire Diaries, omnibus, book 02: The Fury & Dark Reunion (2008)"
48,"Harry Potter, tome 3 : Harry Potter et le prisonnier d'Azkaban",J. K. Rowling,1999, Roman,[' Fantasy'], Adolescence,[' Adapté en film'],"Sirius Black, le dangereux criminel, qui s'est échappé de la forteresse d'Azkaban, recherche Harry Potter. C'est donc sous bonne garde que l'apprenti sorcier fait sa troisième rentrée. Au programme : des cours de divination, la fabrication d'une potion de ratatinage, le dressage des hippogriffes... Mais Harry est-il vraiment à l'abri du danger qui le menace ? Le troisième tome des aventures de Harry Potter vous emportera dans un tourbillon de surprises et d'émotions. Frissons et humour garantis !Titre original : Harry Potter, book 3: Harry Potter and the Prisoner of Azkaban (1999)"
49,"Tara Duncan, tome 01 : Les Sortceliers",Sophie Audouin-Mamikonian,2003, Roman,[' Fantasy'], Adolescence,,"Magister, le Maître des Sangraves, a décidé de s'emparer coûte que coûte de Tara'tylanhnem Duncan, dite Tara. Afin d'échapper au maléfique "" Homme au Masque "", la jeune fille doit s'enfuir sur AutreMonde en compagnie de Manitou, son arrière-grand-père transformé en labrador par un sort malencontreux. Sous la protection du fantasque Maître Chem, Haut mage du royaume du Lancovit, elle y découvrira les sortceliers, le malicieux Palais Vivant, les Vampyrs, les Chimères, les Harpies et toute une pléiade d'amis parfois... inattendus. Du royaume des Limbes où sévissent les démons au somptueux Palais impérial d'Omois, de la forteresse grise des Sangraves à l'île maudite des Roses Noires, Tara Duncan nous entraîne dans un univers peuplé de créatures fantastiques et baroques, à la découverte de son identité. Dans les contes de fées, les princesses se font habituellement kidnapper, enfermer, à moitié rôtir par des dragons, marier à de gros poilus qui ont occis un ou deux monstres alors qu'elles sont amoureuses du ""petit page, ensorceler, endormir pour un ou deux siècles, etc. Alors l'une d'entre elles, la princesse Sophie Audouin-Mamikonian a décidé de créer une héroïne drôle et tendre, Tara Duncan, qui n'attend aucun preux chevalier, se défend très bien toute seule ou avec ses amis et, bien que parfaitement terrorisée, affronte les dangers d'AutreMonde avec une totale détermination."
50,"Harry Potter, tome 4 : Harry Potter et la Coupe de feu",J. K. Rowling,2000, Roman,[' Fantasy'], Adolescence,[' Adapté en film'],"Harry Potter a quatorze ans et entre en quatrième année au collège de Poudlard. Une grande nouvelle attend Harry, Ron et Hermione à leur arrivée : la tenue d'un tournoi de magie exceptionnel entre les plus célèbres écoles de sorcellerie. Déjà les délégations étrangères font leur entrée. Harry se réjouit... Trop vite. Il va se trouver plongé au cœur des événements les plus dramatiques qu'il ait jamais eu à affronter. Dans ce quatrième tome bouleversant, drôle, fascinant, qui révèle la richesse des enjeux en cours, Harry Potter doit faire face et relever d'immenses défis.Titre original : Harry Potter, book 4: Harry Potter and the Goblet of Fire (2000)"
51,"Harry Potter, tome 5 : Harry Potter et l'Ordre du Phénix",J. K. Rowling,2003, Roman,[' Fantasy'], Adolescence,[' Adapté en film'],"A quinze ans, Harry s'apprête à entrer en cinquième année à Poudlard. Et s'il est heureux de retrouver le monde des sorciers, il n'a jamais été aussi anxieux. L'adolescence, la perspective des examens importants en fin d'année et ces étranges cauchemars... Car Celui-Dont-On-Ne-Doit-Pas-Prononcer-Le-Nom est de retour et, plus que jamais, Harry sent peser sur lui une terrible menace. Une menace que le ministère de la Magie ne semble pas prendre au sérieux, contrairement à Dumbledore. Poudlard devient alors le terrain d'une véritable lutte de pouvoir. La résistance s'organise autour de Harry qui va devoir compter sur le courage et la fidélité de ses amis de toujours..Titre original : Harry Potter, book 5: Harry Potter and the Order of the Phoenix (2003)"
52,"Tara Duncan, tome 02 : Le livre interdit",Sophie Audouin-Mamikonian,2004, Roman,[' Fantasy'], Adolescence,,"Tara, la jeune sortcelière, à peine revenue sur Terre après avoir échappé à Magister, le maître des Sangraves, doit repartir en catastrophe sur AutreMonde. En effet, Cal, le jeune Voleur et ami de Tara, va être jugé pour le meurtre d’un jeune sortcelier, disparu accidentellement dans le précédent épisode.Les embûches et les rebondissements ne manquent pas dans cet AutreMonde foisonnant de créatures aussi étranges qu’inquiétantes, et Tara devra faire preuve de courage et d’ingéniosité pour, entre autres : échapper à l’attaque d’une féroce limace géante, s’évader des prisons de l’impératrice par un fantastique réseau de galeries souterraines, combattre le Ravageur d’âme qui a pris possession de l’esprit de la naine Fafnir et a commencé sa colonisation d’AutreMonde, déjouer le chasseur lancé à ses trousses par Magister, contrecarrer les noirs desseins d’un Vampyr assoiffé de sang…Entre complots, intrigues, combats, la voilà repartie pour de nouvelles aventures rocambolesques, toujours accompagnée de ses fidèles amis : Robin, Moineau, Fabrice, Cal, Fafnir, Manitou et Maître Chem."
53,"Harry Potter, tome 6 : Harry Potter et le Prince de Sang-Mêlé",J. K. Rowling,2005, Roman,[' Fantasy'], Adolescence,[' Adapté en film'],"Dans un monde de plus en plus inquiétant, Harry se prépare à retrouver Ron et Hermione. Bientôt, ce sera la rentrée à Poudlard, avec les autres étudiants de sixième année. Mais pourquoi Dumbledore vient-il en personne chercher Harry chez les Dursley ? Dans quels extraordinaires voyages au cœur de la mémoire va-t-il l'entraîner ?Titre original : Harry Potter, book 6: Harry Potter and the Half-Blood Prince (2005)"
54,"Harry Potter, tome 7 : Harry Potter et les Reliques de la Mort",J. K. Rowling,2007, Roman,[' Fantasy'], Adolescence,[' Adapté en film'],"Cette année, Harry a dix-sept ans et ne retourne pas à Poudlard. Avec Ron et Hermione, il se consacre à la dernière mission confiée par Dumbledore. Mais le Seigneur des Ténèbres règne en maître. Traqués, les trois fidèles amis sont contraints et la clandestinité. D'épreuves en révélations, le courage les choix et les sacrifices de Harry seront déterminants dans la lutte contre les forces du Mal. Avec le dénouement de l'héroïque histoire de Harry Potter, J.K. Rowling signe un chef-d'œuvre d'une grande humanité et d'une maîtrise incomparable.Titre original : Harry Potter, book 7: Harry Potter and the Deathly Hallows (2007)"
55,"Tara Duncan, tome 03 : Le sceptre maudit",Sophie Audouin-Mamikonian,2005, Roman,[' Fantasy'], Adolescence,,"Tara Duncan, la jeune princesse magicienne, doit précipitamment quitter la Terre pour AutreMonde : sa mère, Selena, a été blessée lors d'un attentat. Et le cruel Magister, maître des Sangraves, que tous croyaient disparu, est de retour. Avec l'aide d'une immense et redoutable armée de démons, il prétend s'emparer de l'Empire d'Omois. Et peut-être éradiquer ensuite la race des dragons... D'ailleurs qui pourrait résister au pouvoir du Sceptre Maudit dont il est désormais le détenteur et qui prive de leur magie les sortceliers d'AutreMonde ? L'Impératrice et l'lmperator capturés, Tara se retrouve seule, à quatorze ans, à la tête de l'Empire pour mener une guerre perdue d'avance. Aidée de ses amis, l'elfe Robin, Fabrice, Moineau la "" Bête "", Cal l'astucieux Voleur, la naine Fafnir et de son arrière-grand-père le chien Manitou, la jeune Impératrice doit prendre tous les risques. Une fois encore, il lui faut affronter Magister, ses hordes et ses espions ainsi que son terrifiant tueur : le Chasseur. Les pouvoirs de Tara Duncan ne cessent de grandir mais sa magie pourra-t-elle empêcher l'armée des démons de déferler sur l'Univers ?"
56,"Tara Duncan, tome 04 : Le dragon renégat",Sophie Audouin-Mamikonian,2006, Roman,[' Fantasy'], Adolescence,,"La Terre n'est, vue d'Autre-monde, qu'une planète du système solaire parmi d'autres. Sa destruction et celle de deux adolescents aux pouvoirs étranges poserait-elle un problème ? Face à cette menace, Tara et ses amis tentent de sauver la planète, mais seront-ils de taille à la protéger ainsi que les deux adolescents menacés par leur propre magie ?"
57,"Tara Duncan, tome 05 : Le continent interdit",Sophie Audouin-Mamikonian,2007, Roman,[' Fantasy'], Adolescence,,"Betty, l'amie terrienne de Tara, a été enlevée par Magister qui la retient prisonnière sur le Continent interdit. Ce Continent est régi par les Dragons, alliés d'Omois, qui en interdisent l'accès. Mais Magister a réussi à en forcer la barrière magique et a empoisonné Betty. Il ne reste que quelques heures à vivre à la jeune femme, et seul le sang modifié de l'héritière pourra la sauver... Or Tara n'a toujours pas retrouvé ses pouvoirs. Sans magie, impossible de lutter contre son ennemi. Bravant les dangers d'AutreMonde, Tara regagne le palais d'Omois et convoque d'urgence ses amis qui répondent fidèlement à l'appel. A part Robin, qui a mystérieusement disparu... Escortée par les plus redoutables guerriers de la Reine des Elfes, les elfes violets, Tara arrache aux dragons l'autorisation de se rendre sur le Continent interdit. Mais, arrivée à destination, elle découvre que la sanguinaire Reine rouge a pris le pouvoir et que les dragons sont prêts à la laisser mourir pour cacher leur horrible secret. Tara parviendra-t-elle à sauver Betty des griffes de la Reine rouge et à tenir en échec son ennemi Magister ? Surtout, retrouvera-t-elle Robin, victime des manigances de l'impératrice d'Omois ?"
